facebook/wav2vec2-base	94371712	True	esc50	0.42300000000000004	0.001962141687034846	0.4006024143925725	0.0019677365634402796
facebook/wav2vec2-base	94371712	False	esc50	0.45649999999999996	0.003278719262151031	0.44827794707193763	0.003635170961550235
facebook/wav2vec2-base	94371712	True	fma_small	0.5032500000000001	0.0030720514318611286	0.5006869028719955	0.0030782346669765838
facebook/wav2vec2-base	94371712	False	fma_small	0.525625	0.005896238207535369	0.5252418097942373	0.00604841973464948
facebook/wav2vec2-base	94371712	True	ravdess	0.43472222222222223	0.007575494524052571	0.4138782868494875	0.00885078507129033
facebook/wav2vec2-base	94371712	False	ravdess	0.626736111111111	0.0044601502009253766	0.6165175409222725	0.004836943006057108
facebook/wav2vec2-large-robust	315438720	True	esc50	0.05935	0.0008958236433584465	0.02240901356368017	0.001125565858925215
facebook/wav2vec2-large-robust	315438720	False	esc50	0.06760000000000001	0.0014456832294800974	0.03279489543830589	0.0008615270849974315
facebook/wav2vec2-large-robust	315438720	True	fma_small	0.321125	0.0013050383136138245	0.2850053940273533	0.0017606410582041705
facebook/wav2vec2-large-robust	315438720	False	fma_small	0.4538749999999999	0.001419727086450061	0.4392707361735645	0.0019829392397920616
facebook/wav2vec2-large-robust	315438720	True	ravdess	0.13749999999999998	0.0054237844971574	0.045272237001213175	0.009946276785052012
facebook/wav2vec2-large-robust	315438720	False	ravdess	0.15069444444444446	0.009967152843338418	0.07673194751667681	0.013871518764933791
microsoft/wavlm-base	94381936	True	esc50	0.44035	0.0019627786426390666	0.4194419616631075	0.001779727667210496
microsoft/wavlm-base	94381936	False	esc50	0.49065000000000003	0.003339535895899304	0.4802707661170508	0.003397166344881092
microsoft/wavlm-base	94381936	True	fma_small	0.473625	0.0023351927115336786	0.46745304587556114	0.0024798992436101002
microsoft/wavlm-base	94381936	False	fma_small	0.5173750000000001	0.0061351955959040114	0.5171218070608753	0.005874389068904252
microsoft/wavlm-base	94381936	True	ravdess	0.5798611111111112	0.005810139073153335	0.5553053636654063	0.004823948821245847
microsoft/wavlm-base	94381936	False	ravdess	0.7340277777777777	0.007479395565464609	0.7318356605184128	0.007297896001705801
microsoft/wavlm-base-plus	94381936	True	esc50	0.48735	0.0016439282222773593	0.4552646656036644	0.0018659386806061215
