facebook/wav2vec2-base	94371712	True	esc50	0.4255000000000001	0.4032247696527233
facebook/wav2vec2-base	94371712	False	esc50	0.4565	0.44760081721243117
facebook/wav2vec2-base	94371712	True	fma_small	0.50375	0.501412441189275
facebook/wav2vec2-base	94371712	False	fma_small	0.5275	0.5257238336747241
facebook/wav2vec2-base	94371712	True	ravdess	0.4236111111111111	0.4045280276149877
facebook/wav2vec2-base	94371712	False	ravdess	0.625	0.6115916276917591
facebook/wav2vec2-large-robust	315438720	True	esc50	0.057999999999999996	0.021735063241435836
facebook/wav2vec2-large-robust	315438720	False	esc50	0.067	0.032738603373047785
facebook/wav2vec2-large-robust	315438720	True	fma_small	0.32125	0.2849317504425791
facebook/wav2vec2-large-robust	315438720	False	fma_small	0.455	0.4410817188983114
facebook/wav2vec2-large-robust	315438720	True	ravdess	0.13541666666666666	0.04169118507353802
facebook/wav2vec2-large-robust	315438720	False	ravdess	0.14583333333333334	0.059375
microsoft/wavlm-base	94381936	True	esc50	0.437	0.4157430848051199
microsoft/wavlm-base	94381936	False	esc50	0.49450000000000005	0.48431988618163063
microsoft/wavlm-base	94381936	True	fma_small	0.475	0.46914643237855946
microsoft/wavlm-base	94381936	False	fma_small	0.51625	0.5154862179788707
microsoft/wavlm-base	94381936	True	ravdess	0.5798611111111112	0.5550044940872659
microsoft/wavlm-base	94381936	False	ravdess	0.7430555555555556	0.7404820364511735
microsoft/wavlm-base-plus	94381936	True	esc50	0.4880000000000001	0.455986596948544
microsoft/wavlm-base-plus	94381936	False	esc50	0.5934999999999999	0.5830778293915595
microsoft/wavlm-base-plus	94381936	True	fma_small	0.5325	0.5288636453383261
microsoft/wavlm-base-plus	94381936	False	fma_small	0.59	0.5893057541589509
microsoft/wavlm-base-plus	94381936	True	ravdess	0.4270833333333333	0.3592801806680658
microsoft/wavlm-base-plus	94381936	False	ravdess	0.6180555555555556	0.6178391107619288
microsoft/wavlm-large	315453120	True	esc50	0.575	0.5533543555549558
microsoft/wavlm-large	315453120	False	esc50	0.6735000000000001	0.6651058088798026
microsoft/wavlm-large	315453120	True	fma_small	0.59625	0.5938144004270763
microsoft/wavlm-large	315453120	False	fma_small	0.61125	0.6109767950654846
microsoft/wavlm-large	315453120	True	ravdess	0.6111111111111112	0.5943374683831589
microsoft/wavlm-large	315453120	False	ravdess	0.78125	0.7879942524062058
facebook/hubert-base-ls960	94371712	True	esc50	0.532	0.5077445078988355
facebook/hubert-base-ls960	94371712	False	esc50	0.588	0.5760740446508518
facebook/hubert-base-ls960	94371712	True	fma_small	0.535	0.5313910208614272
facebook/hubert-base-ls960	94371712	False	fma_small	0.57625	0.5763576732992169
facebook/hubert-base-ls960	94371712	True	ravdess	0.5833333333333334	0.5648262313107832
facebook/hubert-base-ls960	94371712	False	ravdess	0.78125	0.7845112476485026
facebook/hubert-large-ll60k	315438720	True	esc50	0.558	0.5347904460994444
facebook/hubert-large-ll60k	315438720	False	esc50	0.6255	0.6178547586686907
facebook/hubert-large-ll60k	315438720	True	fma_small	0.51625	0.5115090035262183
facebook/hubert-large-ll60k	315438720	False	fma_small	0.575	0.5720404221013214
facebook/hubert-large-ll60k	315438720	True	ravdess	0.6215277777777778	0.5971812299634911
facebook/hubert-large-ll60k	315438720	False	ravdess	0.78125	0.7878256342813303
facebook/hubert-xlarge-ll60k	962497408	True	esc50	0.5625	0.5439040270406212
facebook/hubert-xlarge-ll60k	962497408	False	esc50	0.625	0.6151021298947533
facebook/hubert-xlarge-ll60k	962497408	True	fma_small	0.53	0.5277222671657321
facebook/hubert-xlarge-ll60k	962497408	False	fma_small	0.5625	0.5599779641702508
facebook/hubert-xlarge-ll60k	962497408	True	ravdess	0.65625	0.6389219544031071
facebook/hubert-xlarge-ll60k	962497408	False	ravdess	0.7951388888888888	0.79780969586381
facebook/data2vec-audio-base	93164288	True	esc50	0.1635	0.130270337576562
facebook/data2vec-audio-base	93164288	False	esc50	0.24600000000000005	0.2309539082618512
facebook/data2vec-audio-base	93164288	True	fma_small	0.34875	0.33792236274844967
facebook/data2vec-audio-base	93164288	False	fma_small	0.4525	0.4516410612288483
facebook/data2vec-audio-base	93164288	True	ravdess	0.3993055555555556	0.36617478678158966
facebook/data2vec-audio-base	93164288	False	ravdess	0.5381944444444444	0.531886062420758
facebook/data2vec-audio-large	313276416	True	esc50	0.18150000000000002	0.14086692680583887
facebook/data2vec-audio-large	313276416	False	esc50	0.187	0.14970469907158152
facebook/data2vec-audio-large	313276416	True	fma_small	0.3625	0.3421286168555579
facebook/data2vec-audio-large	313276416	False	fma_small	0.45875	0.45131672062109823
facebook/data2vec-audio-large	313276416	True	ravdess	0.3090277777777778	0.26350203722036225
facebook/data2vec-audio-large	313276416	False	ravdess	0.2916666666666667	0.2386303286379274
facebook/wav2vec2-xls-r-300m	315438720	True	esc50	0.3535	0.3121596369642802
facebook/wav2vec2-xls-r-300m	315438720	False	esc50	0.40599999999999997	0.3751189597701322
facebook/wav2vec2-xls-r-300m	315438720	True	fma_small	0.49875	0.48423095181247533
facebook/wav2vec2-xls-r-300m	315438720	False	fma_small	0.605	0.5991455033917689
facebook/wav2vec2-xls-r-300m	315438720	True	ravdess	0.23958333333333334	0.21972679072175905
facebook/wav2vec2-xls-r-300m	315438720	False	ravdess	0.25	0.2107076950826951
facebook/wav2vec2-xls-r-1b	962497408	True	esc50	0.5349999999999999	0.5147894430465527
facebook/wav2vec2-xls-r-1b	962497408	False	esc50	0.5654999999999999	0.5513533374583718
facebook/wav2vec2-xls-r-1b	962497408	True	fma_small	0.60875	0.6047048441849887
facebook/wav2vec2-xls-r-1b	962497408	False	fma_small	0.65	0.6466530384246136
facebook/wav2vec2-xls-r-1b	962497408	True	ravdess	0.4513888888888889	0.4174779003915404
facebook/wav2vec2-xls-r-1b	962497408	False	ravdess	0.5138888888888888	0.503828307673614
